County Name,State,Household Median Income,Family's Median Income,Total Population,State Code,County Code,State Abbr
St. Clair,Alabama,58308,68977,87989,01,115,AL
Cullman,Alabama,44918,56490,82853,01,043,AL
Houston,Alabama,47580,60763,104702,01,069,AL
Tuscaloosa,Alabama,53326,68736,207305,01,125,AL
Coffee,Alabama,55637,67551,51662,01,031,AL
Chilton,Alabama,47468,54928,44055,01,021,AL
Coosa,Alabama,38990,48681,10757,01,037,AL
Etowah,Alabama,44637,57404,102748,01,055,AL
Lamar,Alabama,38364,52725,13885,01,075,AL
Butler,Alabama,40688,50503,19828,01,013,AL
Walker,Alabama,43629,57528,64110,01,127,AL
Greene,Alabama,24145,37500,8324,01,063,AL
Bullock,Alabama,37785,43333,10248,01,011,AL
Chambers,Alabama,42289,53567,33660,01,017,AL
Monroe,Alabama,30441,49360,21270,01,099,AL
Lawrence,Alabama,44886,55426,33058,01,079,AL
Lee,Alabama,51463,72727,161152,01,081,AL
Marion,Alabama,35930,48281,29866,01,093,AL
Pickens,Alabama,39848,54098,20243,01,107,AL
Sumter,Alabama,24320,43938,12797,01,119,AL
Jefferson,Alabama,53901,70664,659680,01,073,AL
Choctaw,Alabama,35892,46759,12925,01,023,AL
Franklin,Alabama,43514,51224,31466,01,059,AL
Marengo,Alabama,33241,59052,19321,01,091,AL
Russell,Alabama,42443,54213,57952,01,113,AL
Cherokee,Alabama,41919,55542,25903,01,019,AL
Covington,Alabama,42189,54031,37200,01,039,AL
Crenshaw,Alabama,43163,57778,13844,01,041,AL
Dallas,Alabama,33845,45333,39149,01,047,AL
Lauderdale,Alabama,48094,65808,92556,01,077,AL
Lowndes,Alabama,30036,41444,10079,01,085,AL
Macon,Alabama,33370,48723,18708,01,087,AL
Limestone,Alabama,59686,75234,94727,01,083,AL
Shelby,Alabama,77799,95848,213432,01,117,AL
Winston,Alabama,35788,47885,23784,01,133,AL
Baldwin,Alabama,58320,75850,212830,01,003,AL
Elmore,Alabama,60891,72545,81144,01,051,AL
Jackson,Alabama,41769,52790,51852,01,071,AL
Talladega,Alabama,41325,54699,80387,01,121,AL
Washington,Alabama,41370,52878,16541,01,129,AL
Clay,Alabama,40845,49976,13337,01,027,AL
Morgan,Alabama,52156,64035,119213,01,103,AL
Pike,Alabama,37446,57006,33333,01,109,AL
Colbert,Alabama,48065,60740,54771,01,033,AL
Dale,Alabama,47214,57404,49277,01,045,AL
Hale,Alabama,34046,54529,14809,01,065,AL
DeKalb,Alabama,40440,49250,71310,01,049,AL
Escambia,Alabama,36275,48964,37057,01,053,AL
Randolph,Alabama,43395,54555,22647,01,111,AL
Mobile,Alabama,47583,60779,414114,01,097,AL
Perry,Alabama,23447,35469,9293,01,105,AL
Cleburne,Alabama,44741,57342,14916,01,029,AL
Conecuh,Alabama,37837,47941,12394,01,035,AL
Barbour,Alabama,32525,41704,25361,01,005,AL
Bibb,Alabama,47542,57891,22493,01,007,AL
Calhoun,Alabama,47255,59147,114618,01,015,AL
Clarke,Alabama,37404,52956,24128,01,025,AL
Fayette,Alabama,39856,51379,16494,01,057,AL
Montgomery,Alabama,50124,63191,226941,01,101,AL
Marshall,Alabama,45983,56811,95643,01,095,AL
Blount,Alabama,49358,62295,57681,01,009,AL
Henry,Alabama,50017,60684,17133,01,067,AL
Madison,Alabama,65449,85537,362276,01,089,AL
Autauga,Alabama,58731,71103,55380,01,001,AL
Tallapoosa,Alabama,45828,56392,40541,01,123,AL
Geneva,Alabama,41732,50660,26417,01,061,AL
Wilcox,Alabama,31014,42438,10681,01,131,AL
Haines Borough,Alaska,58059,81034,2518,02,100,AK
Juneau City and Borough,Alaska,88390,108750,32227,02,110,AK
Yukon-Koyukuk,Alaska,41413,51544,5377,02,290,AK
Denali Borough,Alaska,81719,104375,2246,02,068,AK
Hoonah-Angoon,Alaska,59803,67500,2139,02,105,AK
Wrangell City and Borough,Alaska,53894,69600,2502,02,275,AK
Bethel,Alaska,53553,53985,18134,02,050,AK
North Slope Borough,Alaska,79306,83419,9792,02,185,AK
Sitka City and Borough,Alaska,73682,91935,8640,02,220,AK
Fairbanks North Star Borough,Alaska,76992,89993,99072,02,090,AK
Ketchikan Gateway Borough,Alaska,72728,90684,13800,02,130,AK
Matanuska-Susitna Borough,Alaska,75493,90704,105369,02,170,AK
Nome,Alaska,61048,59559,9988,02,180,AK
Dillingham,Alaska,56898,55804,4961,02,070,AK
Yakutat City and Borough,Alaska,71607,78125,649,02,282,AK
Lake and Peninsula Borough,Alaska,44135,47857,1393,02,164,AK
Southeast Fairbanks,Alaska,70056,84977,6878,02,240,AK
Anchorage Municipality,Alaska,84928,102065,293531,02,020,AK
Aleutians East Borough,Alaska,69250,77692,3385,02,013,AK
Valdez-Cordova,Alaska,79867,99102,9243,02,261,AK
Kenai Peninsula Borough,Alaska,66064,88519,58464,02,122,AK
Skagway Municipality,Alaska,73906,83214,1107,02,230,AK
Prince of Wales-Hyder,Alaska,52379,64712,6407,02,198,AK
Petersburg Borough,Alaska,69948,83125,3257,02,195,AK
Kusilvak,Alaska,36754,36341,8250,02,158,AK
Aleutians West,Alaska,87466,95500,5698,02,016,AK
Bristol Bay Borough,Alaska,79808,98214,875,02,060,AK
Kodiak Island Borough,Alaska,85839,97485,13451,02,150,AK
Northwest Arctic Borough,Alaska,60906,58676,7715,02,188,AK
Pima,Arizona,53379,66727,1027207,04,019,AZ
Gila,Arizona,43524,51428,53546,04,007,AZ
Cochise,Arizona,49260,59657,125867,04,003,AZ
Apache,Arizona,32508,41259,71511,04,001,AZ
Yuma,Arizona,45243,50338,209468,04,027,AZ
Navajo,Arizona,40067,48944,109270,04,017,AZ
Maricopa,Arizona,64468,76769,4328810,04,013,AZ
Graham,Arizona,51353,59470,37996,04,009,AZ
Santa Cruz,Arizona,41259,46738,46480,04,023,AZ
La Paz,Arizona,34643,44419,20793,04,012,AZ
Mohave,Arizona,45587,54414,207695,04,015,AZ
Coconino,Arizona,59460,75787,141274,04,005,AZ
Yavapai,Arizona,52451,64608,228067,04,025,AZ
Greenlee,Arizona,63473,64502,9522,04,011,AZ
Pinal,Arizona,58174,66488,432793,04,021,AZ
Desha,Arkansas,31893,41467,11709,05,041,AR
Fulton,Arkansas,35405,46190,12231,05,049,AR
Howard,Arkansas,36059,50445,13311,05,061,AR
Garland,Arkansas,44777,58512,98555,05,051,AR
Mississippi,Arkansas,39962,48993,42126,05,093,AR
Pope,Arkansas,43462,54820,63761,05,115,AR
Prairie,Arkansas,42660,56020,8189,05,117,AR
Union,Arkansas,44663,56163,39449,05,139,AR
Woodruff,Arkansas,32845,53107,6533,05,147,AR
Cleburne,Arkansas,44483,55072,25100,05,023,AR
Cleveland,Arkansas,46684,55906,8128,05,025,AR
Jackson,Arkansas,34109,44229,17027,05,067,AR
Hempstead,Arkansas,42860,53442,21842,05,057,AR
Sharp,Arkansas,34671,44149,17139,05,135,AR
Stone,Arkansas,38188,49487,12475,05,137,AR
Washington,Arkansas,50451,63719,232289,05,143,AR
Baxter,Arkansas,42260,50644,41427,05,005,AR
Ashley,Arkansas,44744,55924,20270,05,003,AR
Craighead,Arkansas,47286,60757,107345,05,031,AR
Greene,Arkansas,47056,56700,44937,05,055,AR
Perry,Arkansas,48667,59570,10355,05,105,AR
Poinsett,Arkansas,40921,49528,23896,05,111,AR
Sevier,Arkansas,47704,55083,17081,05,133,AR
Calhoun,Arkansas,46417,59539,5192,05,013,AR
Clark,Arkansas,41620,58775,22386,05,019,AR
Lawrence,Arkansas,39993,50907,16549,05,075,AR
Monroe,Arkansas,38468,50613,7050,05,095,AR
Conway,Arkansas,42802,55048,20858,05,029,AR
Newton,Arkansas,38082,51629,7812,05,101,AR
Arkansas,Arkansas,46696,57186,17914,05,001,AR
Lonoke,Arkansas,59094,70206,72528,05,085,AR
Carroll,Arkansas,46110,57702,27965,05,015,AR
St. Francis,Arkansas,35348,43101,25900,05,123,AR
Pulaski,Arkansas,51749,68090,392967,05,119,AR
Clay,Arkansas,37233,50687,14889,05,021,AR
Drew,Arkansas,46997,63542,18417,05,043,AR
Randolph,Arkansas,37218,44657,17695,05,121,AR
Boone,Arkansas,45374,53010,37331,05,009,AR
Lincoln,Arkansas,46596,57747,13455,05,079,AR
Crittenden,Arkansas,40161,51070,48672,05,035,AR
Faulkner,Arkansas,52827,70444,123624,05,045,AR
Marion,Arkansas,36719,46551,16476,05,089,AR
Searcy,Arkansas,36438,43268,7908,05,129,AR
Benton,Arkansas,66362,77122,265759,05,007,AR
Hot Spring,Arkansas,43889,54124,33597,05,059,AR
Madison,Arkansas,41682,57077,16211,05,087,AR
Nevada,Arkansas,38042,45353,8351,05,099,AR
Cross,Arkansas,46787,61000,16824,05,037,AR
Dallas,Arkansas,38072,51701,7279,05,039,AR
Columbia,Arkansas,36193,48061,23776,05,027,AR
Saline,Arkansas,64412,78245,119415,05,125,AR
Van Buren,Arkansas,38499,48116,16642,05,141,AR
Izard,Arkansas,42876,54375,13570,05,065,AR
Independence,Arkansas,44319,54520,37427,05,063,AR
Logan,Arkansas,41466,49319,21668,05,083,AR
Grant,Arkansas,55388,65050,18126,05,053,AR
Franklin,Arkansas,38923,52003,17738,05,047,AR
Pike,Arkansas,40401,51779,10756,05,109,AR
Jefferson,Arkansas,40726,52129,69282,05,069,AR
Montgomery,Arkansas,35741,47279,8950,05,097,AR
Scott,Arkansas,36092,46849,10376,05,127,AR
Sebastian,Arkansas,46228,55104,127591,05,131,AR
Crawford,Arkansas,46828,55082,62739,05,033,AR
Chicot,Arkansas,34147,42500,10615,05,017,AR
Johnson,Arkansas,38511,45989,26372,05,071,AR
Lee,Arkansas,29681,50338,9194,05,077,AR
Lafayette,Arkansas,32397,43678,6800,05,073,AR
Phillips,Arkansas,29320,38786,18606,05,107,AR
Yell,Arkansas,43923,50792,21464,05,149,AR
Bradley,Arkansas,43184,53040,10874,05,011,AR
Polk,Arkansas,37974,44307,20094,05,113,AR
Ouachita,Arkansas,35425,48439,23830,05,103,AR
Little River,Arkansas,45113,59807,12347,05,081,AR
Miller,Arkansas,43371,56321,43572,05,091,AR
White,Arkansas,44029,57117,78762,05,145,AR
Merced,California,53672,58871,271382,06,047,CA
Mariposa,California,48820,60304,17420,06,043,CA
Modoc,California,45507,57208,8907,06,049,CA
Contra Costa,California,99716,114535,1142251,06,013,CA
Inyo,California,57316,74384,17977,06,027,CA
Stanislaus,California,60704,67253,543194,06,099,CA
Santa Barbara,California,74624,85186,444829,06,083,CA
Tehama,California,44514,54819,63912,06,103,CA
Mono,California,62260,71804,14310,06,051,CA
San Benito,California,86958,94572,60376,06,069,CA
Sacramento,California,67151,78790,1524553,06,067,CA
El Dorado,California,83377,102777,188563,06,017,CA
Monterey,California,71015,76943,433410,06,053,CA
San Francisco,California,112449,131595,874961,06,075,CA
San Diego,California,78980,91034,3316073,06,073,CA
Tulare,California,49687,53330,461898,06,107,CA
Humboldt,California,48041,64790,135940,06,023,CA
Alpine,California,63750,94792,1039,06,003,CA
Madera,California,57585,61396,155433,06,039,CA
Santa Cruz,California,82234,102708,273962,06,087,CA
Trinity,California,40846,50114,12700,06,105,CA
Riverside,California,67005,76938,2411439,06,065,CA
San Bernardino,California,63362,70188,2149031,06,071,CA
Marin,California,115246,153656,259943,06,041,CA
Placer,California,89691,108448,385512,06,061,CA
Shasta,California,54667,66613,179212,06,089,CA
Solano,California,81472,92456,441829,06,095,CA
Colusa,California,59401,66910,21454,06,011,CA
Glenn,California,49633,57954,27976,06,021,CA
Butte,California,52537,67863,225817,06,007,CA
Kings,California,57848,60314,150691,06,031,CA
Plumas,California,55359,74160,18660,06,063,CA
San Luis Obispo,California,73518,92716,282165,06,079,CA
Fresno,California,53969,60668,984521,06,019,CA
Kern,California,53350,59464,887641,06,029,CA
Orange,California,90234,102052,3168044,06,059,CA
Ventura,California,88131,99612,847263,06,111,CA
Calaveras,California,63158,81002,45514,06,009,CA
Sutter,California,59050,65288,96109,06,101,CA
San Mateo,California,122641,141881,767423,06,081,CA
Tuolumne,California,60108,75877,54045,06,109,CA
San Joaquin,California,64432,72874,742603,06,077,CA
Amador,California,62772,77876,38429,06,005,CA
Lake,California,47040,59235,64195,06,033,CA
Yuba,California,58054,67305,76360,06,115,CA
Lassen,California,56352,66290,30818,06,035,CA
Sonoma,California,81018,97203,499772,06,097,CA
Imperial,California,47622,55256,180701,06,025,CA
Alameda,California,99406,119612,1656754,06,001,CA
Napa,California,88596,102010,139623,06,055,CA
Sierra,California,52148,74583,3040,06,091,CA
Yolo,California,70228,90155,217352,06,113,CA
Nevada,California,66096,85678,99244,06,057,CA
Mendocino,California,51416,63605,87224,06,045,CA
Los Angeles,California,68044,76673,10081570,06,037,CA
Santa Clara,California,124055,140651,1927470,06,085,CA
Siskiyou,California,45241,56377,43468,06,093,CA
Del Norte,California,45283,57189,27495,06,015,CA
Phillips,Colorado,51155,62009,4290,08,095,CO
Archuleta,Colorado,52221,62081,13253,08,007,CO
Denver,Colorado,68592,87649,705576,08,031,CO
Kiowa,Colorado,41731,51875,1489,08,061,CO
Huerfano,Colorado,38137,51089,6679,08,055,CO
Baca,Colorado,35878,48182,3561,08,009,CO
Gilpin,Colorado,76429,93581,6018,08,047,CO
Kit Carson,Colorado,49349,60145,7447,08,063,CO
Gunnison,Colorado,56577,88218,16802,08,051,CO
Mineral,Colorado,62188,65313,824,08,079,CO
Ouray,Colorado,66417,79071,4796,08,091,CO
Sedgwick,Colorado,43150,62500,2322,08,115,CO
Weld,Colorado,74150,84550,305345,08,123,CO
Custer,Colorado,53119,63431,4776,08,027,CO
Costilla,Colorado,30965,39917,3745,08,023,CO
Douglas,Colorado,119730,134931,336041,08,035,CO
Lake,Colorado,50565,63596,7751,08,065,CO
La Plata,Colorado,68685,91092,55617,08,067,CO
Pitkin,Colorado,78935,97153,17926,08,097,CO
Rio Grande,Colorado,39123,58081,11305,08,105,CO
Bent,Colorado,30900,40577,5787,08,011,CO
Crowley,Colorado,42135,54406,5754,08,025,CO
San Juan,Colorado,54625,61250,589,08,111,CO
Larimer,Colorado,71881,91840,344786,08,069,CO
Logan,Colorado,53318,66512,22380,08,075,CO
San Miguel,Colorado,67038,94259,8049,08,113,CO
Teller,Colorado,66592,79512,24524,08,119,CO
Elbert,Colorado,99199,111604,25717,08,039,CO
Las Animas,Colorado,41817,55241,14266,08,071,CO
Lincoln,Colorado,47258,70036,5585,08,073,CO
Summit,Colorado,79277,89800,30649,08,117,CO
Alamosa,Colorado,37515,48035,16107,08,003,CO
Delta,Colorado,45269,61398,30565,08,029,CO
Fremont,Colorado,49409,61304,47321,08,043,CO
Montrose,Colorado,50489,62971,41686,08,085,CO
Morgan,Colorado,53682,63313,28517,08,087,CO
Saguache,Colorado,38571,51494,6592,08,109,CO
Prowers,Colorado,41929,49627,12022,08,099,CO
Washington,Colorado,50094,63170,4868,08,121,CO
Grand,Colorado,71198,85453,15303,08,049,CO
Otero,Colorado,38169,53246,18282,08,089,CO
Broomfield,Colorado,96416,119017,67886,08,014,CO
Hinsdale,Colorado,56339,64886,857,08,053,CO
Dolores,Colorado,45972,55938,1857,08,033,CO
Jackson,Colorado,53300,61429,1261,08,057,CO
Montezuma,Colorado,49470,57800,26031,08,083,CO
Boulder,Colorado,83019,112815,322510,08,013,CO
Yuma,Colorado,52022,53264,10003,08,125,CO
Routt,Colorado,77443,94972,25072,08,107,CO
Clear Creek,Colorado,67060,100156,9495,08,019,CO
Pueblo,Colorado,46783,60139,165982,08,101,CO
Park,Colorado,73622,87934,17867,08,093,CO
Mesa,Colorado,55379,69308,151218,08,077,CO
El Paso,Colorado,68779,81957,698974,08,041,CO
Arapahoe,Colorado,77469,94344,644560,08,005,CO
Chaffee,Colorado,55771,71823,19557,08,015,CO
Garfield,Colorado,75937,84774,59055,08,045,CO
Jefferson,Colorado,82986,104183,574798,08,059,CO
Rio Blanco,Colorado,54357,75859,6384,08,103,CO
Conejos,Colorado,36084,46768,8128,08,021,CO
Adams,Colorado,71202,80651,504108,08,001,CO
Eagle,Colorado,84790,94149,54681,08,037,CO
Moffat,Colorado,57229,71675,13127,08,081,CO
Cheyenne,Colorado,53977,81144,2026,08,017,CO
New Haven,Connecticut,69905,90449,857513,09,009,CT
Hartford,Connecticut,75148,95628,893561,09,003,CT
Windham,Connecticut,66550,82993,116566,09,015,CT
New London,Connecticut,73490,91499,267390,09,011,CT
Middlesex,Connecticut,85898,110020,163053,09,007,CT
Tolland,Connecticut,87069,113536,151063,09,013,CT
Fairfield,Connecticut,95645,118752,943926,09,001,CT
Litchfield,Connecticut,79906,101374,182002,09,005,CT
Sussex,Delaware,63162,74745,224384,10,005,DE
New Castle,Delaware,73892,91568,556165,10,003,DE
Kent,Delaware,60910,70919,176699,10,001,DE
District of Columbia,District of Columbia,86420,113561,692683,11,001,DC
Washington,Florida,37022,47022,24764,12,133,FL
Duval,Florida,55807,67947,936186,12,031,FL
Bradford,Florida,45921,54554,27317,12,007,FL
Brevard,Florida,56775,71135,585507,12,009,FL
Clay,Florida,65740,74803,211405,12,019,FL
Lafayette,Florida,50165,60360,8637,12,067,FL
Lake,Florida,54513,65724,345867,12,069,FL
Nassau,Florida,69943,81672,83098,12,089,FL
Pinellas,Florida,54090,72411,964666,12,103,FL
Polk,Florida,50584,58508,686218,12,105,FL
St. Lucie,Florida,52322,61739,312947,12,111,FL
Glades,Florida,40977,48750,13516,12,043,FL
Hendry,Florida,40820,45079,40732,12,051,FL
Indian River,Florida,54740,70054,153989,12,061,FL
Jackson,Florida,39872,52144,47945,12,063,FL
St. Johns,Florida,82252,99320,244674,12,109,FL
Seminole,Florida,66768,81291,461402,12,117,FL
Bay,Florida,54316,67480,182161,12,005,FL
Flagler,Florida,54514,63028,109801,12,035,FL
Gulf,Florida,47712,55403,15576,12,045,FL
Liberty,Florida,38015,42045,8345,12,077,FL
Osceola,Florida,52279,57372,351955,12,097,FL
Walton,Florida,58093,71778,68262,12,131,FL
Gadsden,Florida,41401,50694,45945,12,039,FL
Jefferson,Florida,47240,61044,14161,12,065,FL
Marion,Florida,45371,54581,353526,12,083,FL
Hardee,Florida,38682,49344,27131,12,049,FL
Okeechobee,Florida,41760,48505,41144,12,093,FL
Orange,Florida,58254,67326,1349746,12,095,FL
Gilchrist,Florida,43640,50567,17953,12,041,FL
Suwannee,Florida,47839,53125,44046,12,121,FL
Alachua,Florida,49689,75920,265443,12,001,FL
Calhoun,Florida,38568,57225,14362,12,013,FL
Charlotte,Florida,51499,62471,181067,12,015,FL
Dixie,Florida,39828,45360,16589,12,029,FL
Martin,Florida,61133,79182,159065,12,085,FL
Sarasota,Florida,62236,77940,419496,12,115,FL
Manatee,Florida,59009,71605,384213,12,081,FL
Citrus,Florida,44237,54892,145169,12,017,FL
Baker,Florida,63275,73022,28211,12,003,FL
Santa Rosa,Florida,67949,77144,174755,12,113,FL
Leon,Florida,53106,77430,289770,12,073,FL
Broward,Florida,59547,71206,1926205,12,011,FL
Monroe,Florida,70033,83576,75798,12,087,FL
Hernando,Florida,48812,57170,186313,12,053,FL
Hillsborough,Florida,58884,72124,1422278,12,057,FL
Taylor,Florida,40306,50167,21870,12,123,FL
Wakulla,Florida,61410,70917,32321,12,129,FL
Palm Beach,Florida,63299,78370,1465027,12,099,FL
Miami-Dade,Florida,51347,57871,2699428,12,086,FL
Franklin,Florida,46643,55573,11811,12,037,FL
Hamilton,Florida,38569,50777,14326,12,047,FL
Sumter,Florida,57226,70564,125044,12,119,FL
Holmes,Florida,39102,51083,19432,12,059,FL
Lee,Florida,57832,69496,737468,12,071,FL
Collier,Florida,69653,82092,371453,12,021,FL
Pasco,Florida,52828,65393,524602,12,101,FL
Highlands,Florida,40942,49717,103437,12,055,FL
DeSoto,Florida,35438,41913,36903,12,027,FL
Columbia,Florida,46494,60910,69968,12,023,FL
Putnam,Florida,37670,46431,73252,12,107,FL
Union,Florida,44270,53719,15303,12,125,FL
Levy,Florida,37326,46692,40403,12,075,FL
Volusia,Florida,49494,62616,536487,12,127,FL
Madison,Florida,37037,48121,18460,12,079,FL
Escambia,Florida,50915,64880,313491,12,033,FL
Okaloosa,Florida,63412,76796,203794,12,091,FL
Bacon,Georgia,37519,45764,11201,13,005,GA
Brantley,Georgia,38857,49979,18756,13,025,GA
Ben Hill,Georgia,32229,40048,17033,13,017,GA
Burke,Georgia,44151,47542,22520,13,033,GA
Catoosa,Georgia,56235,67861,66700,13,047,GA
Chattahoochee,Georgia,47096,49669,10560,13,053,GA
Chattooga,Georgia,36807,46266,24812,13,055,GA
Columbia,Georgia,82339,92070,150705,13,073,GA
Decatur,Georgia,41481,49985,26682,13,087,GA
Floyd,Georgia,48336,60027,97369,13,115,GA
Forsyth,Georgia,107218,119045,228383,13,117,GA
Habersham,Georgia,50563,61226,44626,13,137,GA
Hart,Georgia,43204,56105,25773,13,147,GA
Lowndes,Georgia,42441,56081,115364,13,185,GA
McIntosh,Georgia,49504,68260,14174,13,191,GA
Meriwether,Georgia,37121,47757,21106,13,199,GA
Monroe,Georgia,54754,79642,27171,13,207,GA
Putnam,Georgia,51606,62810,21691,13,237,GA
Sumter,Georgia,36681,50820,30064,13,261,GA
Taliaferro,Georgia,37446,46250,1611,13,265,GA
Warren,Georgia,37203,44730,5297,13,301,GA
Bryan,Georgia,72624,85042,37063,13,029,GA
Butts,Georgia,43471,53671,24090,13,035,GA
Camden,Georgia,56951,62690,53231,13,039,GA
Crawford,Georgia,46283,59722,12325,13,079,GA
Early,Georgia,30640,42232,10312,13,099,GA
Coffee,Georgia,40859,47327,43021,13,069,GA
Coweta,Georgia,75913,86520,143260,13,077,GA
Gilmer,Georgia,52625,62062,30414,13,123,GA
Walton,Georgia,61599,71845,91442,13,297,GA
Wilkes,Georgia,37838,56942,9844,13,317,GA
Dodge,Georgia,39302,49220,20829,13,091,GA
Gordon,Georgia,45865,51699,57202,13,129,GA
Cherokee,Georgia,82740,96381,247515,13,057,GA
Fayette,Georgia,90145,107975,112303,13,113,GA
Lee,Georgia,69280,79527,29502,13,177,GA
Pickens,Georgia,67631,79705,31387,13,227,GA
Greene,Georgia,52129,69256,17349,13,133,GA
Cook,Georgia,41854,47631,17177,13,075,GA
Dawson,Georgia,66281,78603,24536,13,085,GA
Fulton,Georgia,69673,95559,1036200,13,121,GA
McDuffie,Georgia,43468,50579,21455,13,189,GA
Morgan,Georgia,66178,76968,18507,13,211,GA
Heard,Georgia,51358,63522,11736,13,149,GA
Dougherty,Georgia,39584,46821,89703,13,095,GA
Fannin,Georgia,47997,60449,25395,13,111,GA
Houston,Georgia,61723,72018,153507,13,153,GA
Laurens,Georgia,39120,45708,47405,13,175,GA
Spalding,Georgia,47111,55345,65306,13,255,GA
Telfair,Georgia,32405,35323,16035,13,271,GA
Union,Georgia,50021,61156,23288,13,291,GA
Upson,Georgia,37640,53440,26236,13,293,GA
Washington,Georgia,38068,48331,20436,13,303,GA
White,Georgia,52493,61605,29489,13,311,GA
Peach,Georgia,46636,60034,27145,13,225,GA
Paulding,Georgia,68370,76349,159825,13,223,GA
Pierce,Georgia,42804,50819,19250,13,229,GA
Pike,Georgia,64878,80818,18327,13,231,GA
Richmond,Georgia,42728,51440,201852,13,245,GA
Screven,Georgia,39842,55025,13989,13,251,GA
Tattnall,Georgia,40730,52418,25382,13,267,GA
Berrien,Georgia,40415,50207,19152,13,019,GA
Walker,Georgia,46157,57466,69039,13,295,GA
Gwinnett,Georgia,71026,79584,915046,13,135,GA
Barrow,Georgia,62345,70167,78991,13,013,GA
Charlton,Georgia,41961,49159,13040,13,049,GA
Clinch,Georgia,27658,43703,6686,13,065,GA
Bartow,Georgia,57423,65580,104919,13,015,GA
Douglas,Georgia,63835,73801,143316,13,097,GA
Grady,Georgia,43531,53035,24828,13,131,GA
Hancock,Georgia,31860,45339,8515,13,141,GA
Whitfield,Georgia,48623,56197,104237,13,313,GA
Macon,Georgia,32161,43750,13305,13,193,GA
Troup,Georgia,45649,58851,69919,13,285,GA
Harris,Georgia,76319,92242,34105,13,145,GA
Schley,Georgia,44448,50417,5221,13,249,GA
Worth,Georgia,45398,53019,20494,13,321,GA
Dooly,Georgia,37340,51716,13736,13,093,GA
Evans,Georgia,42607,51075,10687,13,109,GA
Webster,Georgia,37297,49205,2610,13,307,GA
Effingham,Georgia,66822,80627,60477,13,103,GA
Glascock,Georgia,45000,68571,2996,13,125,GA
Quitman,Georgia,26667,40750,2289,13,239,GA
Chatham,Georgia,56842,70079,288496,13,051,GA
Johnson,Georgia,42446,51394,9691,13,167,GA
Lanier,Georgia,40986,55786,10380,13,173,GA
Madison,Georgia,52500,62446,29218,13,195,GA
Mitchell,Georgia,38116,41012,22244,13,205,GA
Tift,Georgia,45639,53557,40541,13,277,GA
Polk,Georgia,44891,56616,41908,13,233,GA
Talbot,Georgia,38549,48528,6321,13,263,GA
Terrell,Georgia,34768,41127,8737,13,273,GA
Thomas,Georgia,43740,55919,44630,13,275,GA
Wilkinson,Georgia,38996,51344,9010,13,319,GA
Oglethorpe,Georgia,47120,59589,14931,13,221,GA
Randolph,Georgia,31699,35709,6973,13,243,GA
Ware,Georgia,36869,48999,35593,13,299,GA
Wayne,Georgia,45483,54549,29788,13,305,GA
Wilcox,Georgia,36964,49432,8824,13,315,GA
Baldwin,Georgia,43672,62857,45111,13,009,GA
Bulloch,Georgia,45550,57233,76120,13,031,GA
Clay,Georgia,22325,26613,2951,13,061,GA
Echols,Georgia,39494,53766,3981,13,101,GA
DeKalb,Georgia,62399,77215,749323,13,089,GA
Haralson,Georgia,48550,60162,29227,13,143,GA
Jefferson,Georgia,33944,43796,15618,13,163,GA
Lincoln,Georgia,39742,58611,7856,13,181,GA
Murray,Georgia,48033,55259,39724,13,213,GA
Pulaski,Georgia,45148,55422,11216,13,235,GA
Rabun,Georgia,42500,52874,16645,13,241,GA
Towns,Georgia,48219,53651,11617,13,281,GA
Treutlen,Georgia,32241,49390,6795,13,283,GA
Irwin,Georgia,37736,56000,9320,13,155,GA
Appling,Georgia,40304,50126,18440,13,001,GA
Lumpkin,Georgia,51790,64846,32402,13,187,GA
Miller,Georgia,44542,57500,5787,13,201,GA
Oconee,Georgia,90751,105880,38132,13,219,GA
Henry,Georgia,71288,79989,225356,13,151,GA
Long,Georgia,54605,58556,18692,13,183,GA
Stephens,Georgia,47164,59886,25750,13,257,GA
Jeff Davis,Georgia,36669,43130,15036,13,161,GA
Calhoun,Georgia,34167,40061,6365,13,037,GA
Bibb,Georgia,41334,56314,153200,13,021,GA
Marion,Georgia,44643,56547,8432,13,197,GA
Bleckley,Georgia,48174,55938,12807,13,023,GA
Franklin,Georgia,42488,53927,22766,13,119,GA
Lamar,Georgia,44846,64792,18672,13,171,GA
Emanuel,Georgia,37453,44620,22533,13,107,GA
Jasper,Georgia,51250,58318,13916,13,159,GA
Liberty,Georgia,48007,51582,61349,13,179,GA
Seminole,Georgia,33357,44347,8321,13,253,GA
Twiggs,Georgia,34879,52788,8229,13,289,GA
Taylor,Georgia,33832,44286,8116,13,269,GA
Toombs,Georgia,40175,54338,26972,13,279,GA
Montgomery,Georgia,41996,50872,9058,13,209,GA
Rockdale,Georgia,60189,69025,89717,13,247,GA
Wheeler,Georgia,30192,50141,7928,13,309,GA
Banks,Georgia,47811,55578,18708,13,011,GA
Clarke,Georgia,38623,55187,126176,13,059,GA
Glynn,Georgia,52977,67054,84470,13,127,GA
Jackson,Georgia,65385,74404,67885,13,157,GA
Jones,Georgia,56020,64545,28579,13,169,GA
Muscogee,Georgia,46408,60074,195739,13,215,GA
Stewart,Georgia,29732,40722,6293,13,259,GA
Turner,Georgia,37039,48024,7943,13,287,GA
Atkinson,Georgia,37197,45926,8239,13,003,GA
Baker,Georgia,32917,51563,3132,13,007,GA
